name,datetime,date,hour,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Bristol,2023-08-22T22:00:00,2023-08-22,22,15.2,15.2,13.9,91.83,0,0,,,,12.2,15.5,264,1022,13.7,12.2,0,0,0,,Clear,clear-night,"03853099999,03743099999,03716099999,03740099999,C2888,EGGD"
Bristol,2023-08-22T23:00:00,2023-08-22,23,14.3,14.3,13.8,97.37,0,0,,,,10.9,9,274,1022,48.7,12.3,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03740099999,C2888,EGGD"
Bristol,2023-08-23T00:00:00,2023-08-23,0,15,15,13.8,92.64,0,0,,,,9.3,8.9,267,1021.9,84.3,12.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03740099999,C2888,EGGD"
Bristol,2023-08-23T01:00:00,2023-08-23,1,14.9,14.9,13.8,93.24,0,0,,,,6.2,7.1,248,1021.9,34.3,12.6,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03740099999,C2888,EGGD"
Bristol,2023-08-23T02:00:00,2023-08-23,2,13.9,13.9,12.9,93.62,0,0,,,,5.3,8.6,263,1021.1,11.2,11.6,0,0,0,,Clear,clear-night,"03853099999,03743099999,03716099999,03740099999,C2888,EGGD"
Bristol,2023-08-23T03:00:00,2023-08-23,3,13.8,13.8,12.9,94.02,0,0,,,,5.4,6.9,281,1021,45.5,11.5,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03740099999,C2888,EGGD"
Bristol,2023-08-23T04:00:00,2023-08-23,4,13.8,13.8,12.9,94.36,0,0,,,,6.5,5.2,298,1021,55,10.1,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03740099999,C2888,EGGD"
Bristol,2023-08-23T05:00:00,2023-08-23,5,12.7,12.7,12.4,97.96,0,0,,,,2.8,2.4,178,1020.6,47.9,14.9,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-23T06:00:00,2023-08-23,6,12.4,12.4,12.1,97.96,0,0,,,,1.8,1.2,260,1020.7,47.6,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-23T07:00:00,2023-08-23,7,12.8,12.8,12.5,98.5,0,0,,,,4.1,2.4,11,1020.9,85.1,9.8,25,0.1,0,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-23T08:00:00,2023-08-23,8,14.2,14.2,14,98.45,0,0,,,,5.3,3.9,271,1021.1,85.5,14,58,0.2,1,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-23T09:00:00,2023-08-23,9,15.6,15.6,15,96.25,0,0,,,,7.2,2.9,293,1021.1,89.8,26.4,100,0.4,1,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-23T10:00:00,2023-08-23,10,16.9,16.9,15.3,90.41,0,0,,,,9.2,3.2,316,1021.2,84.9,27.6,220,0.8,2,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888"
Bristol,2023-08-23T11:00:00,2023-08-23,11,18.2,18.2,13.4,73.31,0,0,,,,14,7.2,212,1020.9,30.7,11.7,339,1.2,3,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,03740099999,C2888,EGGD"
Bristol,2023-08-23T12:00:00,2023-08-23,12,20.4,20.4,13.9,66.09,0,0,,,,10,5,294,1020.2,41.9,25.5,494,1.8,5,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-23T13:00:00,2023-08-23,13,21.8,21.8,14.1,61.47,0,0,,,,11.4,6.3,348,1019.6,47.3,38,788,2.8,8,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-23T14:00:00,2023-08-23,14,22.9,22.9,14.5,59.24,0,0,,,,13.5,7.2,215,1019.2,4.5,26.6,742,2.7,7,,Clear,clear-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-23T15:00:00,2023-08-23,15,23.3,23.3,15,59.6,0,0,,,,14.4,8.9,227,1018.7,0,37.4,675,2.4,7,,Clear,clear-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-23T16:00:00,2023-08-23,16,23.8,23.8,14.9,57.51,0,0,,,,14.7,8.8,238,1018.3,1.5,39.1,522,1.9,5,,Clear,clear-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-23T17:00:00,2023-08-23,17,23.7,23.7,15,58.29,0,0,,,,15.7,10.2,214,1017.9,0,39,466,1.7,5,,Clear,clear-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-23T18:00:00,2023-08-23,18,23.2,23.2,15.3,61.21,0,0,,,,13.7,11,220,1017.5,23.4,38.5,197,0.7,2,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-23T19:00:00,2023-08-23,19,21.9,21.9,15,64.9,0,0,,,,15.2,9.7,243,1017.4,42,37.5,74,0.3,1,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-23T20:00:00,2023-08-23,20,20.3,20.3,14.7,70.27,0,0,,,,10.9,7.5,224,1017.5,72.8,19.7,12,0,0,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,D9855,03740099999"
Bristol,2023-08-23T21:00:00,2023-08-23,21,19,19,14.7,76.2,0,0,,,,8.5,4.6,349,1017.6,25.8,34.7,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-23T22:00:00,2023-08-23,22,18.5,18.5,14.8,79.08,0,0,,,,6.5,3,1,1017.1,74.8,33.9,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-23T23:00:00,2023-08-23,23,17.5,17.5,15,85.38,0,0,,,,8.4,5.9,47,1016.6,53.8,27.4,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-24T00:00:00,2023-08-24,0,16.8,16.8,14.4,85.76,0,0,,,,5.1,1.9,268,1016.6,24.5,28,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-24T01:00:00,2023-08-24,1,16.3,16.3,14.4,88.78,0,0,,,,7.1,4.2,286,1016.4,55.7,27.3,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-24T02:00:00,2023-08-24,2,15.9,15.9,14.1,88.8,0,0,,,,8.5,4.6,26,1015.5,76.7,25.4,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-24T03:00:00,2023-08-24,3,15.8,15.8,14.3,90.46,0,0,,,,6.3,2.9,54,1015.2,86.1,24,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-24T04:00:00,2023-08-24,4,15.6,15.6,14,90.33,0,0,,,,5.7,2,339,1014.7,57.9,24.7,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-24T05:00:00,2023-08-24,5,15.2,15.2,13.7,90.68,0,0,,,,7.5,3.4,305,1014.4,89.5,23.3,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-24T06:00:00,2023-08-24,6,15,15,13.7,92.28,0,0,,,,5.4,3,292,1014.1,85,22.5,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-24T07:00:00,2023-08-24,7,15,15,13.8,92.75,0.029,100,rain,,,9.7,4,295,1013.9,89.5,21.3,35,0.1,0,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-24T08:00:00,2023-08-24,8,15.4,15.4,14.3,93.26,0.029,100,rain,,,8.6,3.6,326,1013.2,69.9,19.5,81,0.3,1,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-24T09:00:00,2023-08-24,9,16.5,16.5,14.9,90.47,0,0,,,,12.7,4.6,321,1012.4,38,21.6,338,1.2,3,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-24T10:00:00,2023-08-24,10,17.9,17.9,15.9,87.97,0,0,,,,10.9,5.3,278,1012.8,36.1,27.3,715,2.6,7,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-24T11:00:00,2023-08-24,11,20.3,20.3,16.1,77.09,0,0,,,,15.6,8.5,278,1013,26.2,29.1,749,2.7,7,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-24T12:00:00,2023-08-24,12,21,21,15,68.39,0,0,,,,15.2,10.8,268,1012.7,47,41.8,784,2.8,8,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-24T13:00:00,2023-08-24,13,21.1,21.1,14.9,67.79,0,0,,,,13.7,15.8,246,1012.8,29.2,13.5,960,3.5,10,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03644099999,D9855,03740099999,EGGD"
Bristol,2023-08-24T14:00:00,2023-08-24,14,20.2,20.2,14.9,71.25,0,0,,,,19.4,17.5,262,1011.9,31.3,11.9,754,2.7,8,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,D9855,03740099999,EGGD"
Bristol,2023-08-24T15:00:00,2023-08-24,15,20.1,20.1,14,68.14,0,0,,,,,18.5,282,1011.9,50,10,686,2.5,7,,Partially cloudy,partly-cloudy-day,"03853099999,D9855,EGGD"
Bristol,2023-08-24T16:00:00,2023-08-24,16,19.2,19.2,14,71.82,0,0,,,,,20.4,263,1011.9,72.2,10,102,0.4,1,,Partially cloudy,partly-cloudy-day,"03853099999,03644099999,D9855,EGGD"
Bristol,2023-08-24T17:00:00,2023-08-24,17,20.5,20.5,13.8,65.45,0,0,,,,26.9,16.9,291,1010.6,71.8,36.6,230,0.8,2,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-24T18:00:00,2023-08-24,18,19.7,19.7,15,73.97,0.091,100,rain,,,26.7,17.5,284,1010.7,67.4,22.8,139,0.5,1,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-24T19:00:00,2023-08-24,19,19.1,19.1,14.1,72.65,0,0,,,,25.2,16.2,291,1010.8,58.2,24.7,67,0.2,1,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-24T20:00:00,2023-08-24,20,17.3,17.3,13.1,76.04,0,0,,,,24.9,15.6,289,1011,17.1,20.9,9,0,0,,Clear,clear-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-24T21:00:00,2023-08-24,21,16.3,16.3,12.5,78.29,0,0,,,,18,11,274,1011.5,49.6,34.6,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-24T22:00:00,2023-08-24,22,15.2,15.2,11.5,78.38,0,0,,,,15.1,11,288,1011.9,54.9,37.9,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-24T23:00:00,2023-08-24,23,14.2,14.2,10.3,76.99,0,0,,,,13,8.8,301,1012.1,43.6,39.1,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-25T00:00:00,2023-08-25,0,13,13,9.2,77.94,0,0,,,,11.6,8.7,312,1012.1,48.2,41.7,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-25T01:00:00,2023-08-25,1,12,12,8.6,79.29,0,0,,,,14.5,9.2,306,1012,7.5,44.4,0,0,0,,Clear,clear-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-25T02:00:00,2023-08-25,2,11.1,11.1,8.1,81.72,0,0,,,,14.7,9.3,310,1012,44,42.8,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-25T03:00:00,2023-08-25,3,10.6,10.6,8.3,85.35,0,0,,,,10.5,7.4,270,1012,46.8,41.6,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-25T04:00:00,2023-08-25,4,9.6,8.4,7.9,89.39,0,0,,,,13.8,8.6,14,1011.7,45.4,30.6,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-25T05:00:00,2023-08-25,5,9.2,8.3,7.9,91.81,0,0,,,,8.7,6.8,8,1011.4,26.1,34.4,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-25T06:00:00,2023-08-25,6,8.8,8.1,7.6,92.28,0,0,,,,8.2,5.8,345,1011.2,1.5,38.9,0,0,0,,Clear,clear-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-25T07:00:00,2023-08-25,7,9.7,9.7,8.7,93.42,0,0,,,,6.1,1.9,69,1011.2,45.7,32.8,49,0.2,0,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-25T08:00:00,2023-08-25,8,11.3,11.3,9.6,89.64,0,0,,,,5.2,3.2,293,1011.3,63.2,32.8,192,0.7,2,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-25T09:00:00,2023-08-25,9,12.8,12.8,10.6,86.69,0,0,,,,7.7,4.7,328,1010.9,39.5,32.4,200,0.7,2,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-25T10:00:00,2023-08-25,10,14.9,14.9,11.7,81.23,0,0,,,,9.1,5.4,268,1010.8,61.6,34.5,570,2.1,6,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-25T11:00:00,2023-08-25,11,16.5,16.5,11.7,73.28,0.322,100,rain,,,20,12,247,1010.8,50.1,34.4,276,1,3,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-25T12:00:00,2023-08-25,12,17.6,17.6,11.1,65.78,0.032,100,rain,,,22.4,16.1,253,1010.5,72.7,42.3,350,1.3,4,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-25T13:00:00,2023-08-25,13,15.3,15.3,12.8,85.06,0,0,,,,,13.7,243,1010.9,88.5,10,315,1.1,3,,Partially cloudy,partly-cloudy-day,"03853099999,03644099999,D9855,EGGD"
Bristol,2023-08-25T14:00:00,2023-08-25,14,16.7,16.7,11.5,71.19,0.161,100,rain,,,27,18.8,267,1010.3,100,38.2,635,2.3,6,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-25T15:00:00,2023-08-25,15,16.7,16.7,12,73.84,0.032,100,rain,,,18.2,12.4,232,1010.1,100,34.3,459,1.7,5,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-25T16:00:00,2023-08-25,16,16.7,16.7,12.1,73.85,0.906,100,rain,,,25.2,16.6,260,1009.5,95.3,19.4,332,1.2,3,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-25T17:00:00,2023-08-25,17,16.8,16.8,12.4,75.25,0.045,100,rain,,,20.7,15.1,244,1009.1,90.7,40.2,494,1.8,5,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-25T18:00:00,2023-08-25,18,15.9,15.9,12.6,80.55,0.889,100,rain,,,20.7,17.2,242,1009.1,64,24.5,185,0.7,2,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-25T19:00:00,2023-08-25,19,15.3,15.3,12.7,84.25,0.256,100,rain,,,21.2,14,257,1009,100,26.8,40,0.1,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-25T20:00:00,2023-08-25,20,14.6,14.6,12.4,86.29,0,0,,,,12.6,8.5,248,1009,56.9,43.5,0,0,0,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-25T21:00:00,2023-08-25,21,13.8,13.8,12.2,90.48,0,0,,,,11.2,8.8,238,1009.4,74.5,28,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-25T22:00:00,2023-08-25,22,13.2,13.2,12.3,94.1,0.091,100,rain,,,12.2,9.2,240,1009.4,84.7,44.6,0,0,0,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-25T23:00:00,2023-08-25,23,12.8,12.8,12,94.86,0,0,,,,11.7,8.9,259,1009.1,80.6,36.9,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-26T00:00:00,2023-08-26,0,12.3,12.3,11.7,96.07,0,0,,,,10.7,7.8,254,1009.1,47.1,27.6,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-26T01:00:00,2023-08-26,1,11.8,11.8,11.4,97.15,0.064,100,rain,,,9.6,6.4,268,1008.9,42.2,23.8,0,0,0,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-26T02:00:00,2023-08-26,2,11.7,11.7,11.3,97.54,0.322,100,rain,,,17.1,5.4,250,1008.7,40.4,15.5,0,0,0,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-26T03:00:00,2023-08-26,3,11.3,11.3,11,97.92,1.126,100,rain,,,10.3,5.5,240,1008.6,61,28.7,0,0,0,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-26T04:00:00,2023-08-26,4,11.2,11.2,10.9,98.33,0.045,100,rain,,,7.6,6.1,8,1008.4,100,20.7,0,0,0,,"Rain, Overcast",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-26T05:00:00,2023-08-26,5,11.5,11.5,11.3,98.44,0.032,100,rain,,,6.9,5.3,347,1008.1,82.9,20.9,0,0,0,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-26T06:00:00,2023-08-26,6,11.1,11.1,10.8,97.83,0,0,,,,8.1,5,266,1007.9,71.2,14.3,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-26T07:00:00,2023-08-26,7,11.6,11.6,11.4,98.46,0.508,100,rain,,,10.1,7.8,253,1008.1,86.1,24.2,56,0.2,1,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-26T08:00:00,2023-08-26,8,12.8,12.8,12.4,97.43,0,0,,,,12.4,7.9,253,1008.2,67.3,29.3,236,0.8,2,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-26T09:00:00,2023-08-26,9,13.8,13.8,13.1,95.35,0,0,,,,17.1,11.6,262,1008.2,78.2,38.3,466,1.7,5,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-26T10:00:00,2023-08-26,10,14.8,14.8,13.2,90.55,0,0,,,,22.6,15.6,266,1008.5,91.2,39,316,1.1,3,,Overcast,cloudy,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-26T11:00:00,2023-08-26,11,15.5,15.5,12.9,84.42,0,0,,,,22.8,15.4,265,1008.6,80.3,41.7,802,2.9,8,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-26T12:00:00,2023-08-26,12,16.5,16.5,11.8,73.55,0,0,,,,26.7,18.1,278,1008.7,77.8,24.6,436,1.6,4,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-26T13:00:00,2023-08-26,13,16.8,16.8,11.4,70.56,0.227,100,rain,,,26,17.6,265,1008.6,66.8,34.9,264,1,3,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-26T14:00:00,2023-08-26,14,16.8,16.8,11.3,69.93,0.129,100,rain,,,25.6,16.2,273,1008.8,73.1,43.4,925,3.3,9,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-26T15:00:00,2023-08-26,15,16.4,16.4,11.8,73.88,0.064,100,rain,,,32.3,16.6,255,1009,47.5,16.2,835,3,8,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-26T16:00:00,2023-08-26,16,16.4,16.4,11.8,74.56,0.775,100,rain,,,20.9,14.5,253,1008.9,80,40.8,527,1.9,5,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-26T17:00:00,2023-08-26,17,17.4,17.4,11.2,66.58,0,0,,,,30.7,19.7,270,1008.7,45.4,45.7,490,1.8,5,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-26T18:00:00,2023-08-26,18,16.2,16.2,10.9,71.11,0,0,,,,26.4,18.1,276,1008.9,26.1,45.6,47,0.2,0,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-26T19:00:00,2023-08-26,19,15.7,15.7,11.5,76.03,0,0,,,,23.9,15.1,276,1009.1,39.6,43.4,14,0.1,0,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-26T20:00:00,2023-08-26,20,14.4,14.4,11.4,82.4,0,0,,,,16.8,10.4,279,1009.6,23.2,30.9,0,0,0,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-26T21:00:00,2023-08-26,21,13,13,11,88.04,0,0,,,,17.1,11.4,279,1010,19.6,36.3,0,0,0,,Clear,clear-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-26T22:00:00,2023-08-26,22,12.1,12.1,10.6,90.3,0,0,,,,15.6,10,276,1010.1,21.5,38.5,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-26T23:00:00,2023-08-26,23,11.4,11.4,10.2,92.16,0,0,,,,14.3,9.4,277,1010.3,18.1,28,0,0,0,,Clear,clear-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-27T00:00:00,2023-08-27,0,11.4,11.4,10.3,92.71,0,0,,,,13.5,9.3,268,1010.5,48.4,27.4,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-27T01:00:00,2023-08-27,1,11.1,11.1,10,93.12,0,0,,,,12.7,7.9,257,1010.6,16.1,25.6,0,0,0,,Clear,clear-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-27T02:00:00,2023-08-27,2,10.6,10.6,9.8,94.85,0.064,100,rain,,,9.2,5.8,268,1010.4,16.1,24.3,0,0,0,,Rain,rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-27T03:00:00,2023-08-27,3,10.2,10.2,9.6,95.99,0,0,,,,7.9,4.7,230,1010.3,34.2,23.4,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-27T04:00:00,2023-08-27,4,10.2,10.2,9.5,95.74,0,0,,,,11.1,5.2,223,1010.3,35.5,21.4,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-27T05:00:00,2023-08-27,5,10.1,10.1,9.5,96.39,0,0,,,,12.6,6.7,354,1010.3,36.5,25.1,0,0,0,,Partially cloudy,partly-cloudy-night,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-27T06:00:00,2023-08-27,6,10,10,9.7,97.81,0.453,100,rain,,,12,7.2,263,1010.6,24.3,21.2,0,0,0,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-27T07:00:00,2023-08-27,7,10.5,10.5,10,96.37,0.581,100,rain,,,13.3,7.6,254,1010.9,51.9,22.7,81,0.3,1,,"Rain, Partially cloudy",rain,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-27T08:00:00,2023-08-27,8,12.2,12.2,11.6,95.94,0,0,,,,18.8,10.9,273,1011.2,38.7,32.3,135,0.5,1,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-27T09:00:00,2023-08-27,9,14.5,14.5,12.9,90.08,0,0,,,,24.2,13.8,288,1011.3,36.6,36.2,176,0.6,2,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
Bristol,2023-08-27T10:00:00,2023-08-27,10,15.6,15.6,12.2,79.96,0,0,,,,29.9,17.5,302,1011.4,65.9,42.4,278,1,3,,Partially cloudy,partly-cloudy-day,"03853099999,03743099999,03716099999,03644099999,D9855,03740099999"
